0	:invoke	:read	nil
:nemesis	:info	:start-partition	:majority
0	:ok	:read	[]
:nemesis	:info	:start-partition	[:isolated {"n2" #{"n1" "n4" "n0"}, "n3" #{"n1" "n4" "n0"}, "n1" #{"n2" "n3"}, "n4" #{"n2" "n3"}, "n0" #{"n2" "n3"}}]
2	:invoke	:read	nil
2	:ok	:read	[]
3	:invoke	:read	nil
3	:ok	:read	[]
4	:invoke	:broadcast	0
4	:ok	:broadcast	0
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
0	:invoke	:read	nil
0	:ok	:read	[0 1]
1	:invoke	:read	nil
1	:ok	:read	[0 1]
2	:invoke	:broadcast	2
2	:ok	:broadcast	2
3	:invoke	:broadcast	3
3	:ok	:broadcast	3
4	:invoke	:read	nil
4	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
1	:invoke	:read	nil
1	:ok	:read	[0 1 4]
2	:invoke	:read	nil
2	:ok	:read	[2]
3	:invoke	:read	nil
3	:ok	:read	[3]
4	:invoke	:broadcast	5
4	:ok	:broadcast	5
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6]
1	:invoke	:broadcast	7
1	:ok	:broadcast	7
2	:invoke	:broadcast	8
2	:ok	:broadcast	8
3	:invoke	:broadcast	9
3	:ok	:broadcast	9
4	:invoke	:read	nil
4	:ok	:read	[0 1 4 5 6 7]
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
1	:invoke	:broadcast	12
1	:ok	:broadcast	12
2	:invoke	:read	nil
2	:ok	:read	[2 8]
3	:invoke	:read	nil
3	:ok	:read	[3 9]
4	:invoke	:read	nil
4	:ok	:read	[0 1 4 5 6 7 10 11 12]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12]
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12]
2	:invoke	:read	nil
2	:ok	:read	[2 8]
3	:invoke	:broadcast	13
3	:ok	:broadcast	13
4	:invoke	:read	nil
4	:ok	:read	[0 1 4 5 6 7 10 11 12]
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15]
2	:invoke	:broadcast	16
2	:ok	:broadcast	16
3	:invoke	:read	nil
3	:ok	:read	[3 9 13]
4	:invoke	:read	nil
4	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15]
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
1	:invoke	:broadcast	18
1	:ok	:broadcast	18
2	:invoke	:broadcast	19
2	:ok	:broadcast	19
3	:invoke	:read	nil
3	:ok	:read	[3 9 13]
4	:invoke	:broadcast	20
4	:ok	:broadcast	20
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
0	:invoke	:broadcast	22
0	:ok	:broadcast	22
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22]
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19]
3	:invoke	:read	nil
3	:ok	:read	[3 9 13]
4	:invoke	:read	nil
4	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22]
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22]
2	:invoke	:broadcast	23
2	:ok	:broadcast	23
3	:invoke	:broadcast	24
3	:ok	:broadcast	24
4	:invoke	:broadcast	25
4	:ok	:broadcast	25
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
0	:invoke	:broadcast	27
0	:ok	:broadcast	27
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27]
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19 23]
3	:invoke	:broadcast	28
3	:ok	:broadcast	28
4	:invoke	:broadcast	29
4	:ok	:broadcast	29
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29]
1	:invoke	:broadcast	30
1	:ok	:broadcast	30
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19 23]
3	:invoke	:broadcast	31
3	:ok	:broadcast	31
4	:invoke	:broadcast	32
4	:ok	:broadcast	32
0	:invoke	:broadcast	33
0	:ok	:broadcast	33
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33]
1	:invoke	:broadcast	34
1	:ok	:broadcast	34
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19 23]
3	:invoke	:read	nil
3	:ok	:read	[3 9 13 24 28 31]
4	:invoke	:broadcast	35
4	:ok	:broadcast	35
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35]
0	:invoke	:broadcast	36
0	:ok	:broadcast	36
1	:invoke	:broadcast	37
1	:ok	:broadcast	37
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19 23]
3	:invoke	:broadcast	38
3	:ok	:broadcast	38
4	:invoke	:read	nil
4	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37]
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37]
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19 23]
3	:invoke	:read	nil
3	:ok	:read	[3 9 13 24 28 31 38]
4	:invoke	:read	nil
4	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37]
0	:invoke	:broadcast	39
0	:ok	:broadcast	39
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39]
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39]
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19 23]
3	:invoke	:read	nil
3	:ok	:read	[3 9 13 24 28 31 38]
4	:invoke	:broadcast	40
4	:ok	:broadcast	40
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40]
0	:invoke	:broadcast	41
0	:ok	:broadcast	41
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41]
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19 23]
3	:invoke	:broadcast	42
3	:ok	:broadcast	42
4	:invoke	:broadcast	43
4	:ok	:broadcast	43
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41 43]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41 43]
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41 43]
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19 23]
3	:invoke	:broadcast	44
3	:ok	:broadcast	44
4	:invoke	:broadcast	45
4	:ok	:broadcast	45
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41 43 45]
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41 43 45]
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41 43 45]
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19 23]
3	:invoke	:broadcast	46
3	:ok	:broadcast	46
4	:invoke	:broadcast	47
4	:ok	:broadcast	47
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41 43 45 47]
0	:invoke	:broadcast	48
0	:ok	:broadcast	48
1	:invoke	:broadcast	49
1	:ok	:broadcast	49
:nemesis	:info	:stop-partition	nil
:nemesis	:info	:stop-partition	:network-healed
3	:invoke	:broadcast	50
3	:ok	:broadcast	50
4	:invoke	:broadcast	51
4	:ok	:broadcast	51
0	:invoke	:read	nil
0	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41 43 45 47 48 49 50 51]
0	:invoke	:broadcast	52
0	:ok	:broadcast	52
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41 43 45 47 48 49 50 51 52]
2	:invoke	:read	nil
2	:ok	:read	[2 8 16 19 23 50 51 52]
3	:invoke	:read	nil
3	:ok	:read	[3 9 13 24 28 31 38 42 44 46 50 51 52]
4	:invoke	:broadcast	53
4	:ok	:broadcast	53
0	:invoke	:broadcast	54
0	:ok	:broadcast	54
0	:invoke	:broadcast	55
0	:ok	:broadcast	55
1	:invoke	:read	nil
1	:ok	:read	[0 1 4 5 6 7 10 11 12 14 15 17 18 20 21 22 25 26 27 29 30 32 33 34 35 36 37 39 40 41 43 45 47 48 49 50 51 52 53 54 55]
2	:invoke	:broadcast	56
2	:ok	:broadcast	56
3	:invoke	:broadcast	57
3	:ok	:broadcast	57
4	:invoke	:broadcast	58
4	:ok	:broadcast	58
0	:invoke	:broadcast	59
0	:ok	:broadcast	59
0	:invoke	:read	nil
